state	receive		action		state/(nontermainalID,subID):
332	*=		1	iteration-statement	9
332	+		1	iteration-statement	9
332	++		1	iteration-statement	9
332	+=		1	iteration-statement	9
332	,		1	iteration-statement	9
332	-		1	iteration-statement	9
332	--		1	iteration-statement	9
332	-=		1	iteration-statement	9
332	/=		1	iteration-statement	9
332	;		1	iteration-statement	9
332	<<=		1	iteration-statement	9
332	=		1	iteration-statement	9
332	>>=		1	iteration-statement	9
332	^=		1	iteration-statement	9
332	_KULV_END_		1	iteration-statement	9
332	auto		1	iteration-statement	9
332	break		1	iteration-statement	9
332	case		1	iteration-statement	9
332	char		1	iteration-statement	9
332	character-constant		1	iteration-statement	9
332	const		1	iteration-statement	9
332	continue		1	iteration-statement	9
332	default		1	iteration-statement	9
332	do		1	iteration-statement	9
332	double		1	iteration-statement	9
332	else		1	iteration-statement	9
332	enumeration-constant		1	iteration-statement	9
332	extern		1	iteration-statement	9
332	float		1	iteration-statement	9
332	floating-constant		1	iteration-statement	9
332	for		1	iteration-statement	9
332	goto		1	iteration-statement	9
332	identifier		1	iteration-statement	9
332	if		1	iteration-statement	9
332	int		1	iteration-statement	9
332	integer-constant		1	iteration-statement	9
332	long		1	iteration-statement	9
332	register		1	iteration-statement	9
332	return		1	iteration-statement	9
332	short		1	iteration-statement	9
332	signed		1	iteration-statement	9
332	sizeof		1	iteration-statement	9
332	static		1	iteration-statement	9
332	string-constant		1	iteration-statement	9
332	switch		1	iteration-statement	9
332	typedef		1	iteration-statement	9
332	unsigned		1	iteration-statement	9
332	void		1	iteration-statement	9
332	volatile		1	iteration-statement	9
332	while		1	iteration-statement	9
332	{		1	iteration-statement	9
332	|=		1	iteration-statement	9
332	}		1	iteration-statement	9
332	~		1	iteration-statement	9
21	(		1	type-specifier	7
21	)		1	type-specifier	7
21	*		1	type-specifier	7
21	,		1	type-specifier	7
21	;		1	type-specifier	7
21	[		1	type-specifier	7
21	auto		1	type-specifier	7
21	char		1	type-specifier	7
21	const		1	type-specifier	7
21	double		1	type-specifier	7
21	extern		1	type-specifier	7
21	float		1	type-specifier	7
21	identifier		1	type-specifier	7
21	int		1	type-specifier	7
21	long		1	type-specifier	7
21	register		1	type-specifier	7
21	short		1	type-specifier	7
21	signed		1	type-specifier	7
21	static		1	type-specifier	7
21	typedef		1	type-specifier	7
21	unsigned		1	type-specifier	7
21	void		1	type-specifier	7
21	volatile		1	type-specifier	7
85	!		1	constant	3
85	!=		1	constant	3
85	%		1	constant	3
85	%=		1	constant	3
85	&		1	constant	3
85	&&		1	constant	3
85	&=		1	constant	3
85	(		1	constant	3
85	)		1	constant	3
85	*		1	constant	3
85	*=		1	constant	3
85	+		1	constant	3
85	++		1	constant	3
85	+=		1	constant	3
85	,		1	constant	3
85	-		1	constant	3
85	--		1	constant	3
85	-=		1	constant	3
85	->		1	constant	3
85	/		1	constant	3
85	/=		1	constant	3
85	:		1	constant	3
85	;		1	constant	3
85	<		1	constant	3
85	<<		1	constant	3
85	<<=		1	constant	3
85	<=		1	constant	3
85	=		1	constant	3
85	==		1	constant	3
85	>		1	constant	3
85	>=		1	constant	3
85	>>		1	constant	3
85	>>=		1	constant	3
85	?		1	constant	3
85	[		1	constant	3
85	]		1	constant	3
85	^		1	constant	3
85	^=		1	constant	3
85	_KULV_END_		1	constant	3
85	auto		1	constant	3
85	break		1	constant	3
85	case		1	constant	3
85	char		1	constant	3
85	character-constant		1	constant	3
85	const		1	constant	3
85	continue		1	constant	3
85	default		1	constant	3
85	do		1	constant	3
85	double		1	constant	3
85	else		1	constant	3
85	enumeration-constant		1	constant	3
85	extern		1	constant	3
85	float		1	constant	3
85	floating-constant		1	constant	3
85	for		1	constant	3
85	goto		1	constant	3
85	identifier		1	constant	3
85	if		1	constant	3
85	int		1	constant	3
85	integer-constant		1	constant	3
85	long		1	constant	3
85	register		1	constant	3
85	return		1	constant	3
85	short		1	constant	3
85	signed		1	constant	3
85	sizeof		1	constant	3
85	static		1	constant	3
85	string-constant		1	constant	3
85	switch		1	constant	3
85	typedef		1	constant	3
85	unsigned		1	constant	3
85	void		1	constant	3
85	volatile		1	constant	3
85	while		1	constant	3
85	{		1	constant	3
85	|		1	constant	3
85	|=		1	constant	3
85	||		1	constant	3
85	}		1	constant	3
85	~		1	constant	3
149	!		1	jump-statement	1
149	%=		1	jump-statement	1
149	&		1	jump-statement	1
149	&=		1	jump-statement	1
149	(		1	jump-statement	1
149	)		1	jump-statement	1
149	*		1	jump-statement	1
149	*=		1	jump-statement	1
149	+		1	jump-statement	1
149	++		1	jump-statement	1
149	+=		1	jump-statement	1
149	,		1	jump-statement	1
149	-		1	jump-statement	1
149	--		1	jump-statement	1
149	-=		1	jump-statement	1
149	/=		1	jump-statement	1
149	;		1	jump-statement	1
149	<<=		1	jump-statement	1
149	=		1	jump-statement	1
149	>>=		1	jump-statement	1
149	^=		1	jump-statement	1
149	_KULV_END_		1	jump-statement	1
149	auto		1	jump-statement	1
149	break		1	jump-statement	1
149	case		1	jump-statement	1
149	char		1	jump-statement	1
149	character-constant		1	jump-statement	1
149	const		1	jump-statement	1
149	continue		1	jump-statement	1
149	default		1	jump-statement	1
149	do		1	jump-statement	1
149	double		1	jump-statement	1
149	else		1	jump-statement	1
149	enumeration-constant		1	jump-statement	1
149	extern		1	jump-statement	1
149	float		1	jump-statement	1
149	floating-constant		1	jump-statement	1
149	for		1	jump-statement	1
149	goto		1	jump-statement	1
149	identifier		1	jump-statement	1
149	if		1	jump-statement	1
149	int		1	jump-statement	1
149	integer-constant		1	jump-statement	1
149	long		1	jump-statement	1
149	register		1	jump-statement	1
149	return		1	jump-statement	1
149	short		1	jump-statement	1
149	signed		1	jump-statement	1
149	sizeof		1	jump-statement	1
149	static		1	jump-statement	1
149	string-constant		1	jump-statement	1
149	switch		1	jump-statement	1
149	typedef		1	jump-statement	1
149	unsigned		1	jump-statement	1
149	void		1	jump-statement	1
149	volatile		1	jump-statement	1
149	while		1	jump-statement	1
149	{		1	jump-statement	1
149	|=		1	jump-statement	1
149	}		1	jump-statement	1
149	~		1	jump-statement	1
213	,		1	initializer-list	0
213	}		1	initializer-list	0
277	!		0	62
277	&		0	63
277	(		0	64
277	*		0	65
277	+		0	66
277	++		0	67
277	-		0	68
277	--		0	69
277	;		0	299
277	character-constant		0	77
277	enumeration-constant		0	85
277	floating-constant		0	90
277	identifier		0	129
277	integer-constant		0	96
277	sizeof		0	109
277	string-constant		0	112
277	~		0	118
62	!		1	unary-operator	5
62	&		1	unary-operator	5
62	(		1	unary-operator	5
62	*		1	unary-operator	5
62	+		1	unary-operator	5
62	++		1	unary-operator	5
62	-		1	unary-operator	5
62	--		1	unary-operator	5
62	character-constant		1	unary-operator	5
62	enumeration-constant		1	unary-operator	5
62	floating-constant		1	unary-operator	5
62	identifier		1	unary-operator	5
62	integer-constant		1	unary-operator	5
62	sizeof		1	unary-operator	5
62	string-constant		1	unary-operator	5
62	~		1	unary-operator	5
126	:		1	constant-expression	0
126	]		1	constant-expression	0
190	!		1	assignment-operator	1
190	&		1	assignment-operator	1
190	(		1	assignment-operator	1
190	*		1	assignment-operator	1
190	+		1	assignment-operator	1
190	++		1	assignment-operator	1
190	-		1	assignment-operator	1
190	--		1	assignment-operator	1
190	character-constant		1	assignment-operator	1
190	enumeration-constant		1	assignment-operator	1
190	floating-constant		1	assignment-operator	1
190	identifier		1	assignment-operator	1
190	integer-constant		1	assignment-operator	1
190	sizeof		1	assignment-operator	1
190	string-constant		1	assignment-operator	1
190	~		1	assignment-operator	1
254	!		1	jump-statement	4
254	%=		1	jump-statement	4
254	&		1	jump-statement	4
254	&=		1	jump-statement	4
254	(		1	jump-statement	4
254	)		1	jump-statement	4
254	*		1	jump-statement	4
254	*=		1	jump-statement	4
254	+		1	jump-statement	4
254	++		1	jump-statement	4
254	+=		1	jump-statement	4
254	,		1	jump-statement	4
254	-		1	jump-statement	4
254	--		1	jump-statement	4
254	-=		1	jump-statement	4
254	/=		1	jump-statement	4
254	;		1	jump-statement	4
254	<<=		1	jump-statement	4
254	=		1	jump-statement	4
254	>>=		1	jump-statement	4
254	^=		1	jump-statement	4
254	_KULV_END_		1	jump-statement	4
254	auto		1	jump-statement	4
254	break		1	jump-statement	4
254	case		1	jump-statement	4
254	char		1	jump-statement	4
254	character-constant		1	jump-statement	4
254	const		1	jump-statement	4
254	continue		1	jump-statement	4
254	default		1	jump-statement	4
254	do		1	jump-statement	4
254	double		1	jump-statement	4
254	else		1	jump-statement	4
254	enumeration-constant		1	jump-statement	4
254	extern		1	jump-statement	4
254	float		1	jump-statement	4
254	floating-constant		1	jump-statement	4
254	for		1	jump-statement	4
254	goto		1	jump-statement	4
254	identifier		1	jump-statement	4
254	if		1	jump-statement	4
254	int		1	jump-statement	4
254	integer-constant		1	jump-statement	4
254	long		1	jump-statement	4
254	register		1	jump-statement	4
254	return		1	jump-statement	4
254	short		1	jump-statement	4
254	signed		1	jump-statement	4
254	sizeof		1	jump-statement	4
254	static		1	jump-statement	4
254	string-constant		1	jump-statement	4
254	switch		1	jump-statement	4
254	typedef		1	jump-statement	4
254	unsigned		1	jump-statement	4
254	void		1	jump-statement	4
254	volatile		1	jump-statement	4
254	while		1	jump-statement	4
254	{		1	jump-statement	4
254	|=		1	jump-statement	4
254	}		1	jump-statement	4
254	~		1	jump-statement	4
318	!		0	62
318	&		0	63
318	(		0	64
318	*		0	65
318	+		0	66
318	++		0	67
318	-		0	68
318	--		0	69
318	;		0	70
318	break		0	74
318	case		0	75
318	character-constant		0	77
318	continue		0	81
318	default		0	83
318	do		0	84
318	enumeration-constant		0	85
318	floating-constant		0	90
318	for		0	91
318	goto		0	92
318	identifier		0	93
318	if		0	94
318	integer-constant		0	96
318	return		0	106
318	sizeof		0	109
318	string-constant		0	112
318	switch		0	113
318	while		0	116
318	{		0	43
318	~		0	118
7	(		0	1
7	*		0	2
7	;		0	35
7	identifier		0	15
71	!		1	exclusive-OR-expression	0
71	!=		1	exclusive-OR-expression	0
71	%		1	exclusive-OR-expression	0
71	%=		1	exclusive-OR-expression	0
71	&		0	144
71	&&		1	exclusive-OR-expression	0
71	&=		1	exclusive-OR-expression	0
71	(		1	exclusive-OR-expression	0
71	)		1	exclusive-OR-expression	0
71	*		1	exclusive-OR-expression	0
71	*=		1	exclusive-OR-expression	0
71	+		1	exclusive-OR-expression	0
71	++		1	exclusive-OR-expression	0
71	+=		1	exclusive-OR-expression	0
71	,		1	exclusive-OR-expression	0
71	-		1	exclusive-OR-expression	0
71	--		1	exclusive-OR-expression	0
71	-=		1	exclusive-OR-expression	0
71	->		1	exclusive-OR-expression	0
71	/		1	exclusive-OR-expression	0
71	/=		1	exclusive-OR-expression	0
71	:		1	exclusive-OR-expression	0
71	;		1	exclusive-OR-expression	0
71	<		1	exclusive-OR-expression	0
71	<<		1	exclusive-OR-expression	0
71	<<=		1	exclusive-OR-expression	0
71	<=		1	exclusive-OR-expression	0
71	=		1	exclusive-OR-expression	0
71	==		1	exclusive-OR-expression	0
71	>		1	exclusive-OR-expression	0
71	>=		1	exclusive-OR-expression	0
71	>>		1	exclusive-OR-expression	0
71	>>=		1	exclusive-OR-expression	0
71	?		1	exclusive-OR-expression	0
71	[		1	exclusive-OR-expression	0
71	]		1	exclusive-OR-expression	0
71	^		1	exclusive-OR-expression	0
71	^=		1	exclusive-OR-expression	0
71	_KULV_END_		1	exclusive-OR-expression	0
71	auto		1	exclusive-OR-expression	0
71	break		1	exclusive-OR-expression	0
71	case		1	exclusive-OR-expression	0
71	char		1	exclusive-OR-expression	0
71	character-constant		1	exclusive-OR-expression	0
71	const		1	exclusive-OR-expression	0
71	continue		1	exclusive-OR-expression	0
71	default		1	exclusive-OR-expression	0
71	do		1	exclusive-OR-expression	0
71	double		1	exclusive-OR-expression	0
71	else		1	exclusive-OR-expression	0
71	enumeration-constant		1	exclusive-OR-expression	0
71	extern		1	exclusive-OR-expression	0
71	float		1	exclusive-OR-expression	0
71	floating-constant		1	exclusive-OR-expression	0
71	for		1	exclusive-OR-expression	0
71	goto		1	exclusive-OR-expression	0
71	identifier		1	exclusive-OR-expression	0
71	if		1	exclusive-OR-expression	0
71	int		1	exclusive-OR-expression	0
71	integer-constant		1	exclusive-OR-expression	0
71	long		1	exclusive-OR-expression	0
71	register		1	exclusive-OR-expression	0
71	return		1	exclusive-OR-expression	0
71	short		1	exclusive-OR-expression	0
71	signed		1	exclusive-OR-expression	0
71	sizeof		1	exclusive-OR-expression	0
71	static		1	exclusive-OR-expression	0
71	string-constant		1	exclusive-OR-expression	0
71	switch		1	exclusive-OR-expression	0
71	typedef		1	exclusive-OR-expression	0
71	unsigned		1	exclusive-OR-expression	0
71	void		1	exclusive-OR-expression	0
71	volatile		1	exclusive-OR-expression	0
71	while		1	exclusive-OR-expression	0
71	{		1	exclusive-OR-expression	0
71	|		1	exclusive-OR-expression	0
71	|=		1	exclusive-OR-expression	0
71	||		1	exclusive-OR-expression	0
71	}		1	exclusive-OR-expression	0
71	~		1	exclusive-OR-expression	0
135	!		1	init-declarator-list	1
135	%=		1	init-declarator-list	1
135	&		1	init-declarator-list	1
135	&=		1	init-declarator-list	1
135	(		1	init-declarator-list	1
135	)		1	init-declarator-list	1
135	*		1	init-declarator-list	1
135	*=		1	init-declarator-list	1
135	+		1	init-declarator-list	1
135	++		1	init-declarator-list	1
135	+=		1	init-declarator-list	1
135	,		1	init-declarator-list	1
135	-		1	init-declarator-list	1
135	--		1	init-declarator-list	1
135	-=		1	init-declarator-list	1
135	/=		1	init-declarator-list	1
135	;		1	init-declarator-list	1
135	<<=		1	init-declarator-list	1
135	=		1	init-declarator-list	1
135	>>=		1	init-declarator-list	1
135	^=		1	init-declarator-list	1
135	_KULV_END_		1	init-declarator-list	1
135	auto		1	init-declarator-list	1
135	break		1	init-declarator-list	1
135	case		1	init-declarator-list	1
135	char		1	init-declarator-list	1
135	character-constant		1	init-declarator-list	1
135	const		1	init-declarator-list	1
135	continue		1	init-declarator-list	1
135	default		1	init-declarator-list	1
135	do		1	init-declarator-list	1
135	double		1	init-declarator-list	1
135	else		1	init-declarator-list	1
135	enumeration-constant		1	init-declarator-list	1
135	extern		1	init-declarator-list	1
135	float		1	init-declarator-list	1
135	floating-constant		1	init-declarator-list	1
135	for		1	init-declarator-list	1
135	goto		1	init-declarator-list	1
135	identifier		1	init-declarator-list	1
135	if		1	init-declarator-list	1
135	int		1	init-declarator-list	1
135	integer-constant		1	init-declarator-list	1
135	long		1	init-declarator-list	1
135	register		1	init-declarator-list	1
135	return		1	init-declarator-list	1
135	short		1	init-declarator-list	1
135	signed		1	init-declarator-list	1
135	sizeof		1	init-declarator-list	1
135	static		1	init-declarator-list	1
135	string-constant		1	init-declarator-list	1
135	switch		1	init-declarator-list	1
135	typedef		1	init-declarator-list	1
135	unsigned		1	init-declarator-list	1
135	void		1	init-declarator-list	1
135	volatile		1	init-declarator-list	1
135	while		1	init-declarator-list	1
135	{		1	init-declarator-list	1
135	|=		1	init-declarator-list	1
135	}		1	init-declarator-list	1
135	~		1	init-declarator-list	1
199	!		1	assignment-operator	10
199	&		1	assignment-operator	10
199	(		1	assignment-operator	10
199	*		1	assignment-operator	10
199	+		1	assignment-operator	10
199	++		1	assignment-operator	10
199	-		1	assignment-operator	10
199	--		1	assignment-operator	10
199	character-constant		1	assignment-operator	10
199	enumeration-constant		1	assignment-operator	10
199	floating-constant		1	assignment-operator	10
199	identifier		1	assignment-operator	10
199	integer-constant		1	assignment-operator	10
199	sizeof		1	assignment-operator	10
199	string-constant		1	assignment-operator	10
199	~		1	assignment-operator	10
263	)		0	289
327	!		1	selection-statement	1
327	%=		1	selection-statement	1
327	&		1	selection-statement	1
327	&=		1	selection-statement	1
327	(		1	selection-statement	1
327	)		1	selection-statement	1
327	*		1	selection-statement	1
327	*=		1	selection-statement	1
327	+		1	selection-statement	1
327	++		1	selection-statement	1
327	+=		1	selection-statement	1
327	,		1	selection-statement	1
327	-		1	selection-statement	1
327	--		1	selection-statement	1
327	-=		1	selection-statement	1
327	/=		1	selection-statement	1
327	;		1	selection-statement	1
327	<<=		1	selection-statement	1
327	=		1	selection-statement	1
327	>>=		1	selection-statement	1
327	^=		1	selection-statement	1
327	_KULV_END_		1	selection-statement	1
327	auto		1	selection-statement	1
327	break		1	selection-statement	1
327	case		1	selection-statement	1
327	char		1	selection-statement	1
327	character-constant		1	selection-statement	1
327	const		1	selection-statement	1
327	continue		1	selection-statement	1
327	default		1	selection-statement	1
327	do		1	selection-statement	1
327	double		1	selection-statement	1
327	else		1	selection-statement	1
327	enumeration-constant		1	selection-statement	1
327	extern		1	selection-statement	1
327	float		1	selection-statement	1
327	floating-constant		1	selection-statement	1
327	for		1	selection-statement	1
327	goto		1	selection-statement	1
327	identifier		1	selection-statement	1
327	if		1	selection-statement	1
327	int		1	selection-statement	1
327	integer-constant		1	selection-statement	1
327	long		1	selection-statement	1
327	register		1	selection-statement	1
327	return		1	selection-statement	1
327	short		1	selection-statement	1
327	signed		1	selection-statement	1
327	sizeof		1	selection-statement	1
327	static		1	selection-statement	1
327	string-constant		1	selection-statement	1
327	switch		1	selection-statement	1
327	typedef		1	selection-statement	1
327	unsigned		1	selection-statement	1
327	void		1	selection-statement	1
327	volatile		1	selection-statement	1
327	while		1	selection-statement	1
327	{		1	selection-statement	1
327	|=		1	selection-statement	1
327	}		1	selection-statement	1
327	~		1	selection-statement	1
16	(		1	type-specifier	3
16	)		1	type-specifier	3
16	*		1	type-specifier	3
16	,		1	type-specifier	3
16	;		1	type-specifier	3
16	[		1	type-specifier	3
16	auto		1	type-specifier	3
16	char		1	type-specifier	3
16	const		1	type-specifier	3
16	double		1	type-specifier	3
16	extern		1	type-specifier	3
16	float		1	type-specifier	3
16	identifier		1	type-specifier	3
16	int		1	type-specifier	3
16	long		1	type-specifier	3
16	register		1	type-specifier	3
16	short		1	type-specifier	3
16	signed		1	type-specifier	3
16	static		1	type-specifier	3
16	typedef		1	type-specifier	3
16	unsigned		1	type-specifier	3
16	void		1	type-specifier	3
16	volatile		1	type-specifier	3
80	!		1	primary-expression	1
80	!=		1	primary-expression	1
80	%		1	primary-expression	1
80	%=		1	primary-expression	1
80	&		1	primary-expression	1
80	&&		1	primary-expression	1
80	&=		1	primary-expression	1
80	(		1	primary-expression	1
80	)		1	primary-expression	1
80	*		1	primary-expression	1
80	*=		1	primary-expression	1
80	+		1	primary-expression	1
80	++		1	primary-expression	1
80	+=		1	primary-expression	1
80	,		1	primary-expression	1
80	-		1	primary-expression	1
80	--		1	primary-expression	1
80	-=		1	primary-expression	1
80	->		1	primary-expression	1
80	/		1	primary-expression	1
80	/=		1	primary-expression	1
80	:		1	primary-expression	1
80	;		1	primary-expression	1
80	<		1	primary-expression	1
80	<<		1	primary-expression	1
80	<<=		1	primary-expression	1
80	<=		1	primary-expression	1
80	=		1	primary-expression	1
80	==		1	primary-expression	1
80	>		1	primary-expression	1
80	>=		1	primary-expression	1
80	>>		1	primary-expression	1
80	>>=		1	primary-expression	1
80	?		1	primary-expression	1
80	[		1	primary-expression	1
80	]		1	primary-expression	1
80	^		1	primary-expression	1
80	^=		1	primary-expression	1
80	_KULV_END_		1	primary-expression	1
80	auto		1	primary-expression	1
80	break		1	primary-expression	1
80	case		1	primary-expression	1
80	char		1	primary-expression	1
80	character-constant		1	primary-expression	1
80	const		1	primary-expression	1
80	continue		1	primary-expression	1
80	default		1	primary-expression	1
80	do		1	primary-expression	1
80	double		1	primary-expression	1
80	else		1	primary-expression	1
80	enumeration-constant		1	primary-expression	1
80	extern		1	primary-expression	1
80	float		1	primary-expression	1
80	floating-constant		1	primary-expression	1
80	for		1	primary-expression	1
80	goto		1	primary-expression	1
80	identifier		1	primary-expression	1
80	if		1	primary-expression	1
80	int		1	primary-expression	1
80	integer-constant		1	primary-expression	1
80	long		1	primary-expression	1
80	register		1	primary-expression	1
80	return		1	primary-expression	1
80	short		1	primary-expression	1
80	signed		1	primary-expression	1
80	sizeof		1	primary-expression	1
80	static		1	primary-expression	1
80	string-constant		1	primary-expression	1
80	switch		1	primary-expression	1
80	typedef		1	primary-expression	1
80	unsigned		1	primary-expression	1
80	void		1	primary-expression	1
80	volatile		1	primary-expression	1
80	while		1	primary-expression	1
80	{		1	primary-expression	1
80	|		1	primary-expression	1
80	|=		1	primary-expression	1
80	||		1	primary-expression	1
80	}		1	primary-expression	1
80	~		1	primary-expression	1
144	!		0	62
144	&		0	63
144	(		0	64
144	*		0	65
144	+		0	66
144	++		0	67
144	-		0	68
144	--		0	69
144	character-constant		0	77
144	enumeration-constant		0	85
144	floating-constant		0	90
144	identifier		0	129
144	integer-constant		0	96
144	sizeof		0	109
144	string-constant		0	112
144	~		0	118
208	!		1	direct-declarator	6
208	%=		1	direct-declarator	6
208	&		1	direct-declarator	6
208	&=		1	direct-declarator	6
208	(		1	direct-declarator	6
208	)		1	direct-declarator	6
208	*		1	direct-declarator	6
208	*=		1	direct-declarator	6
208	+		1	direct-declarator	6
208	++		1	direct-declarator	6
208	+=		1	direct-declarator	6
208	,		1	direct-declarator	6
208	-		1	direct-declarator	6
208	--		1	direct-declarator	6
208	-=		1	direct-declarator	6
208	/=		1	direct-declarator	6
208	;		1	direct-declarator	6
208	<<=		1	direct-declarator	6
208	=		1	direct-declarator	6
208	>>=		1	direct-declarator	6
208	[		1	direct-declarator	6
208	^=		1	direct-declarator	6
208	_KULV_END_		1	direct-declarator	6
208	auto		1	direct-declarator	6
208	break		1	direct-declarator	6
208	case		1	direct-declarator	6
208	char		1	direct-declarator	6
208	character-constant		1	direct-declarator	6
208	const		1	direct-declarator	6
208	continue		1	direct-declarator	6
208	default		1	direct-declarator	6
208	do		1	direct-declarator	6
208	double		1	direct-declarator	6
208	else		1	direct-declarator	6
208	enumeration-constant		1	direct-declarator	6
208	extern		1	direct-declarator	6
208	float		1	direct-declarator	6
208	floating-constant		1	direct-declarator	6
208	for		1	direct-declarator	6
208	goto		1	direct-declarator	6
208	identifier		1	direct-declarator	6
208	if		1	direct-declarator	6
208	int		1	direct-declarator	6
208	integer-constant		1	direct-declarator	6
208	long		1	direct-declarator	6
208	register		1	direct-declarator	6
208	return		1	direct-declarator	6
208	short		1	direct-declarator	6
208	signed		1	direct-declarator	6
208	sizeof		1	direct-declarator	6
208	static		1	direct-declarator	6
208	string-constant		1	direct-declarator	6
208	switch		1	direct-declarator	6
208	typedef		1	direct-declarator	6
208	unsigned		1	direct-declarator	6
208	void		1	direct-declarator	6
208	volatile		1	direct-declarator	6
208	while		1	direct-declarator	6
208	{		1	direct-declarator	6
208	|=		1	direct-declarator	6
208	}		1	direct-declarator	6
208	~		1	direct-declarator	6
272	!		0	62
272	&		0	63
272	(		0	64
272	*		0	65
272	+		0	66
272	++		0	67
272	-		0	68
272	--		0	69
272	character-constant		0	77
272	enumeration-constant		0	85
272	floating-constant		0	90
272	identifier		0	129
272	integer-constant		0	96
272	sizeof		0	109
272	string-constant		0	112
272	{		0	134
272	}		0	296
272	~		0	118
57	!		1	declaration	1
57	%=		1	declaration	1
57	&		1	declaration	1
57	&=		1	declaration	1
57	(		1	declaration	1
57	)		1	declaration	1
57	*		1	declaration	1
57	*=		1	declaration	1
57	+		1	declaration	1
57	++		1	declaration	1
57	+=		1	declaration	1
57	,		1	declaration	1
57	-		1	declaration	1
57	--		1	declaration	1
57	-=		1	declaration	1
57	/=		1	declaration	1
57	;		1	declaration	1
57	<<=		1	declaration	1
57	=		1	declaration	1
57	>>=		1	declaration	1
57	^=		1	declaration	1
57	_KULV_END_		1	declaration	1
57	auto		1	declaration	1
57	break		1	declaration	1
57	case		1	declaration	1
57	char		1	declaration	1
57	character-constant		1	declaration	1
57	const		1	declaration	1
57	continue		1	declaration	1
57	default		1	declaration	1
57	do		1	declaration	1
57	double		1	declaration	1
57	else		1	declaration	1
57	enumeration-constant		1	declaration	1
57	extern		1	declaration	1
57	float		1	declaration	1
57	floating-constant		1	declaration	1
57	for		1	declaration	1
57	goto		1	declaration	1
57	identifier		1	declaration	1
57	if		1	declaration	1
57	int		1	declaration	1
57	integer-constant		1	declaration	1
57	long		1	declaration	1
57	register		1	declaration	1
57	return		1	declaration	1
57	short		1	declaration	1
57	signed		1	declaration	1
57	sizeof		1	declaration	1
57	static		1	declaration	1
57	string-constant		1	declaration	1
57	switch		1	declaration	1
57	typedef		1	declaration	1
57	unsigned		1	declaration	1
57	void		1	declaration	1
57	volatile		1	declaration	1
57	while		1	declaration	1
57	{		1	declaration	1
57	|=		1	declaration	1
57	}		1	declaration	1
57	~		1	declaration	1
121	)		0	208
121	,		0	209
185	!		1	statement-list	1
185	%=		1	statement-list	1
185	&		1	statement-list	1
185	&=		1	statement-list	1
185	(		1	statement-list	1
185	)		1	statement-list	1
185	*		1	statement-list	1
185	*=		1	statement-list	1
185	+		1	statement-list	1
185	++		1	statement-list	1
185	+=		1	statement-list	1
185	,		1	statement-list	1
185	-		1	statement-list	1
185	--		1	statement-list	1
185	-=		1	statement-list	1
185	/=		1	statement-list	1
185	;		1	statement-list	1
185	<<=		1	statement-list	1
185	=		1	statement-list	1
185	>>=		1	statement-list	1
185	^=		1	statement-list	1
185	_KULV_END_		1	statement-list	1
185	auto		1	statement-list	1
185	break		1	statement-list	1
185	case		1	statement-list	1
185	char		1	statement-list	1
185	character-constant		1	statement-list	1
185	const		1	statement-list	1
185	continue		1	statement-list	1
185	default		1	statement-list	1
185	do		1	statement-list	1
185	double		1	statement-list	1
185	else		1	statement-list	1
185	enumeration-constant		1	statement-list	1
185	extern		1	statement-list	1
185	float		1	statement-list	1
185	floating-constant		1	statement-list	1
185	for		1	statement-list	1
185	goto		1	statement-list	1
185	identifier		1	statement-list	1
185	if		1	statement-list	1
185	int		1	statement-list	1
185	integer-constant		1	statement-list	1
185	long		1	statement-list	1
185	register		1	statement-list	1
185	return		1	statement-list	1
185	short		1	statement-list	1
185	signed		1	statement-list	1
185	sizeof		1	statement-list	1
185	static		1	statement-list	1
185	string-constant		1	statement-list	1
185	switch		1	statement-list	1
185	typedef		1	statement-list	1
185	unsigned		1	statement-list	1
185	void		1	statement-list	1
185	volatile		1	statement-list	1
185	while		1	statement-list	1
185	{		1	statement-list	1
185	|=		1	statement-list	1
185	}		1	statement-list	1
185	~		1	statement-list	1
249	,		0	157
249	]		0	284
313	!		0	62
313	&		0	63
313	(		0	64
313	*		0	65
313	+		0	66
313	++		0	67
313	-		0	68
313	--		0	69
313	;		0	70
313	break		0	74
313	case		0	75
313	character-constant		0	77
313	continue		0	81
313	default		0	83
313	do		0	84
313	enumeration-constant		0	85
313	floating-constant		0	90
313	for		0	91
313	goto		0	92
313	identifier		0	93
313	if		0	94
313	integer-constant		0	96
313	return		0	106
313	sizeof		0	109
313	string-constant		0	112
313	switch		0	113
313	while		0	116
313	{		0	43
313	~		0	118
2	(		1	pointer	0
2	)		1	pointer	0
2	*		0	2
2	,		1	pointer	0
2	[		1	pointer	0
2	const		0	5
2	identifier		1	pointer	0
2	volatile		0	30
66	!		1	unary-operator	2
66	&		1	unary-operator	2
66	(		1	unary-operator	2
66	*		1	unary-operator	2
66	+		1	unary-operator	2
66	++		1	unary-operator	2
66	-		1	unary-operator	2
66	--		1	unary-operator	2
66	character-constant		1	unary-operator	2
66	enumeration-constant		1	unary-operator	2
66	floating-constant		1	unary-operator	2
66	identifier		1	unary-operator	2
66	integer-constant		1	unary-operator	2
66	sizeof		1	unary-operator	2
66	string-constant		1	unary-operator	2
66	~		1	unary-operator	2
130	!		1	cast-expression	0
130	!=		1	cast-expression	0
130	%		1	cast-expression	0
130	%=		1	cast-expression	0
130	&		1	cast-expression	0
130	&&		1	cast-expression	0
130	&=		1	cast-expression	0
130	(		1	cast-expression	0
